O_T_EE_13,O_T_EE_14
0.000119433,0.19504
0.000120125,0.195041
0.0001167,0.195041
0.000120857,0.195039
0.00012384,0.195041
0.000121384,0.19504
0.000120228,0.195035
0.000121776,0.195033
0.000125861,0.19503
0.000121961,0.195031
0.000123717,0.19503
0.000126406,0.19503
0.000124861,0.19503
0.000125757,0.195029
0.000125924,0.195027
0.000125886,0.195029
0.000128235,0.195028
0.000125732,0.195028
0.000125944,0.195026
0.000126761,0.195023
0.000130747,0.195019
0.000130863,0.195017
0.000128204,0.195017
0.000128494,0.195017
0.000129788,0.195017
0.000130145,0.195015
0.000128582,0.195016
0.000134361,0.195014
0.000132884,0.195015
0.000132805,0.195012
0.000134713,0.195012
0.000135964,0.195008
0.000134675,0.195006
0.000136455,0.195007
0.000137415,0.195002
0.000139127,0.195006
0.000137548,0.195005
0.000138875,0.195004
0.000139103,0.195006
0.00013973,0.195005
0.000144531,0.195004
0.000143409,0.195003
0.000143041,0.195002
0.000145759,0.195004
0.000149376,0.195004
0.000146397,0.195002
0.000147523,0.194999
0.000147889,0.195003
0.000150599,0.195003
0.000149537,0.195001
0.000149445,0.195001
0.000152211,0.195003
0.000155265,0.195001
0.00015436,0.194997
0.000157989,0.194997
0.000157742,0.195002
0.000155899,0.195
0.000156152,0.195001
0.000158681,0.195001
0.00015904,0.195002
0.000160038,0.195003
0.000160296,0.195003
0.000160723,0.195003
0.000160587,0.195001
0.000165009,0.195003
0.000164783,0.195003
0.000165109,0.195005
0.000167842,0.195007
0.000164025,0.195004
0.000169398,0.195005
0.000172231,0.195009
0.000173493,0.195009
0.000170011,0.195006
0.000168154,0.195005
0.000173785,0.195008
0.000173451,0.19501
0.000171684,0.195009
0.000174086,0.19501
0.000173695,0.19501
0.000178321,0.19501
0.000177085,0.195011
0.000179327,0.19501
0.00017771,0.19501
0.000179987,0.195011
0.000176287,0.195009
0.000184509,0.195011
0.000181475,0.19501
0.000181809,0.19501
0.000182971,0.19501
0.000185873,0.195011
0.000180931,0.195012
0.000186509,0.195012
0.00018653,0.19501
0.000184865,0.195011
0.000185335,0.19501
0.000186714,0.195013
0.00018927,0.195009
0.00018831,0.19501
0.000193411,0.195009
0.000191162,0.195008
0.000188703,0.195006
0.000190735,0.195009
0.000193171,0.195004
0.000190255,0.195008
0.000192929,0.195004
0.000191083,0.195004
0.000193384,0.195003
0.00019597,0.195001
0.000195652,0.195
0.00019571,0.195001
0.000197859,0.195002
0.000197359,0.195001
0.000193588,0.194998
0.000197751,0.195
0.000199136,0.195001
0.000196031,0.194996
0.000198709,0.194998
0.000199176,0.194994
0.000196983,0.194994
0.000199293,0.194992
0.000198943,0.194996
0.000197915,0.194993
0.000199141,0.194995
0.000199863,0.194994
0.000199202,0.194993
0.0001967,0.194994
0.000202305,0.194993
0.000202388,0.194993
0.000199692,0.194992
0.000200867,0.194994
0.000200814,0.19499
0.000204042,0.194994
0.000200473,0.194993
0.0002026,0.19499
0.000201756,0.194992
0.000203769,0.194994
0.0002029,0.194994
0.00020373,0.194995
0.000203935,0.194997
0.000201304,0.194992
0.000205256,0.194996
0.000208384,0.194995
0.000205511,0.194995
0.000203567,0.194994
0.000203304,0.194997
0.000207144,0.194994
0.000205749,0.194996
0.000207135,0.194997
0.000203082,0.194997
0.000206774,0.194998
0.000207626,0.194997
0.000204612,0.194996
0.00020457,0.194998
0.00020823,0.194996
0.000204814,0.194995
0.000208396,0.194999
0.000207221,0.194998
0.00020597,0.194999
0.000204554,0.194998
0.000207416,0.195
0.000207219,0.195
0.000209774,0.195001
0.000209034,0.194994
0.000209985,0.194997
0.00021049,0.194996
0.000207349,0.195
0.000208368,0.194997
0.000207305,0.194999
