O_T_EE_12,O_T_EE_13
0.485951,-0.269628
0.485954,-0.269625
0.485954,-0.269629
0.485954,-0.269627
0.485952,-0.26963
0.485951,-0.269629
0.485952,-0.269626
0.485952,-0.269625
0.485953,-0.269621
0.485952,-0.269621
0.485952,-0.269622
0.485955,-0.269618
0.485952,-0.269618
0.485952,-0.269619
0.485952,-0.269618
0.485953,-0.269616
0.485952,-0.269614
0.485951,-0.269615
0.485952,-0.269613
0.485955,-0.269608
0.485954,-0.269611
0.485955,-0.269604
0.485953,-0.269607
0.485957,-0.269603
0.485956,-0.269603
0.485957,-0.269602
0.485957,-0.269598
0.485959,-0.269595
0.485958,-0.269597
0.485959,-0.269593
0.485959,-0.269592
0.485961,-0.269593
0.485962,-0.26959
0.485963,-0.269587
0.485965,-0.269586
0.485966,-0.269583
0.485966,-0.269582
0.485968,-0.26958
0.485969,-0.26958
0.48597,-0.269572
0.485973,-0.269569
0.485974,-0.26957
0.485974,-0.26957
0.485976,-0.269567
0.485975,-0.269565
0.485977,-0.269563
0.485977,-0.26956
0.48598,-0.26956
0.485981,-0.269553
0.485985,-0.269551
0.485984,-0.269548
0.485986,-0.269549
0.485986,-0.269544
0.485989,-0.26954
0.485989,-0.26954
0.485992,-0.269533
0.485991,-0.269534
0.485995,-0.26953
0.485996,-0.26953
0.485995,-0.269526
0.486002,-0.26952
0.486002,-0.269516
0.486003,-0.269515
0.486006,-0.269511
0.486007,-0.269506
0.486009,-0.269504
0.486011,-0.269499
0.486013,-0.269496
0.486016,-0.26949
0.486018,-0.269489
0.486022,-0.269485
0.48602,-0.269483
0.486024,-0.269475
0.486028,-0.269471
0.486032,-0.269466
0.486035,-0.269461
0.486033,-0.269461
0.486034,-0.269456
0.48604,-0.269451
0.486043,-0.269448
0.486043,-0.26944
0.486045,-0.269438
0.48605,-0.269434
0.48605,-0.26943
0.486053,-0.269426
0.486059,-0.269419
0.48606,-0.269417
0.48606,-0.269415
0.486065,-0.269408
0.486068,-0.269402
0.486072,-0.269399
0.486074,-0.269395
0.486077,-0.269389
0.486079,-0.269386
0.48608,-0.269383
0.486082,-0.26938
0.486087,-0.26937
0.486087,-0.269371
0.486092,-0.269365
0.486095,-0.26936
0.486098,-0.269354
0.4861,-0.269349
0.486106,-0.26934
